RegionID,RegionName,State,date,home_value,treated,rent,post,did,pop_total,median_income,housing_total,housing_owned,median_rent_census,labor_force,mortgage_rate,ownership_rate,home_value_idx,rent_idx
616,Lucas County,OH,2019-12-01,108028.80823794405,0,776.57582910156,0,0,431102.0,48736.0,179930.0,107464.0,745.0,215903.0,3.72,0.5972544878563886,81.62465104408007,83.39760577547388
616,Lucas County,OH,2020-01-01,108943.17154523057,0,778.3995576430891,0,0,431102.0,48736.0,179930.0,107464.0,745.0,215903.0,3.624,0.5972544878563886,82.31552773801141,83.59345863136805
616,Lucas County,OH,2020-02-01,109950.77232572928,0,779.5714335983698,0,0,431102.0,48736.0,179930.0,107464.0,745.0,215903.0,3.4650000000000003,0.5972544878563886,83.0768530126437,83.71930809161887
616,Lucas County,OH,2020-03-01,110971.5950213195,0,788.5129515259334,0,0,431102.0,48736.0,179930.0,107464.0,745.0,215903.0,3.45,0.5972544878563886,83.84816853175873,84.67955068379432
616,Lucas County,OH,2020-04-01,111595.1947307932,0,789.3960633818677,0,0,431102.0,48736.0,179930.0,107464.0,745.0,215903.0,3.306,0.5972544878563886,84.3193494094082,84.77438934816797
616,Lucas County,OH,2020-05-01,111719.68508662244,0,790.2960677628312,0,0,431102.0,48736.0,179930.0,107464.0,745.0,215903.0,3.2325,0.5972544878563886,84.41341211377993,84.87104212533029
616,Lucas County,OH,2020-06-01,111648.45701275716,0,793.6714463138145,0,0,431102.0,48736.0,179930.0,107464.0,745.0,215903.0,3.1625,0.5972544878563886,84.35959344477276,85.23352892853606
616,Lucas County,OH,2020-07-01,111882.6508842576,0,796.3435069211042,0,0,431102.0,48736.0,179930.0,107464.0,745.0,215903.0,3.016,0.5972544878563886,84.53654617941537,85.52048539664136
616,Lucas County,OH,2020-08-01,112971.84072598582,0,795.3119807672767,0,0,431102.0,48736.0,179930.0,107464.0,745.0,215903.0,2.935,0.5972544878563886,85.35951870130047,85.40970830533846
616,Lucas County,OH,2020-09-01,114679.82696051669,0,801.0518815874859,0,0,431102.0,48736.0,179930.0,107464.0,745.0,215903.0,2.89,0.5972544878563886,86.65004279997054,86.02612458801873
616,Lucas County,OH,2020-10-01,116756.51562526666,0,809.58894020483,0,0,431102.0,48736.0,179930.0,107464.0,745.0,215903.0,2.834,0.5972544878563886,88.21915191403252,86.94293170764679
616,Lucas County,OH,2020-11-01,118903.1466349414,0,816.345641877353,0,0,431102.0,48736.0,179930.0,107464.0,745.0,215903.0,2.765,0.5972544878563886,89.8411082231234,87.66854371012114
616,Lucas County,OH,2020-12-01,120932.59300729875,0,819.000811184702,0,0,431102.0,48736.0,179930.0,107464.0,745.0,215903.0,2.684,0.5972544878563886,91.37452189914467,87.9536861970018
616,Lucas County,OH,2021-01-01,122923.66893193148,0,820.9965172161945,0,0,431212.0,53176.0,179358.0,109694.0,803.0,216653.0,2.735,0.6115924575430145,92.87894354556742,88.16800796523233
616,Lucas County,OH,2021-02-01,125027.21853363403,0,827.3788424936067,0,0,431212.0,53176.0,179358.0,109694.0,803.0,216653.0,2.81,0.6115924575430145,94.46834830707046,88.85341514308935
616,Lucas County,OH,2021-03-01,127044.71338073416,0,834.954116558014,0,0,431212.0,53176.0,179358.0,109694.0,803.0,216653.0,3.0825,0.6115924575430145,95.99273162263067,89.66693482319002
616,Lucas County,OH,2021-04-01,128834.21257275298,0,845.2471562496407,0,0,431212.0,53176.0,179358.0,109694.0,803.0,216653.0,3.06,0.6115924575430145,97.34484546591655,90.77231929984403
